location,bhk,total_sqft,bath,price,sqft_per_bedroom
Omkar Nagar,2,1000.0,2.0,53.0,500.0
Yelahanka,2,1035.0,2.0,45.0,517.5
Kereguddadahalli,2,950.0,2.0,32.0,475.0
Bisuvanahalli,3,1075.0,2.0,36.0,358.3333333333333
Whitefield,2,1040.0,2.0,48.5,520.0
Maragondanahalli,2,720.0,2.0,45.0,360.0
Lingadheeranahalli,3,1511.0,3.0,95.0,503.6666666666667
Silk Board,3,1300.0,3.0,58.0,433.3333333333333
Hoodi,3,1545.0,3.0,68.75,515.0
Shampura,1,375.0,2.0,26.0,375.0
Vidyaranyapura,2,1062.0,2.0,38.0,531.0
Kada Agrahara,2,1115.0,2.0,40.0,557.5
JP Nagar,2,1000.0,2.0,35.0,500.0
Kambipura,2,883.0,2.0,45.0,441.5
Sarjapur  Road,2,1195.0,2.0,70.0,597.5
BHEL Layout,4,1200.0,3.0,165.0,300.0
Medahalli,1,700.0,1.0,41.0,700.0
Vittasandra,2,1246.0,2.0,67.0,623.0
8th Phase JP Nagar,4,660.0,4.0,90.0,165.0
Banashankari Stage III,4,8500.0,4.0,145.0,2125.0
Kashi Nagar,4,1600.0,4.0,80.0,400.0
Haralur Road,4,2805.0,5.0,154.0,701.25
Begur Road,3,1584.0,3.0,65.0,528.0
Sector 7 HSR Layout,4,3000.0,5.0,275.0,750.0
Hosur Road,3,1175.0,2.0,48.0,391.6666666666667
"Yemlur, Old Airport Road, ",3,1595.0,3.0,115.0,531.6666666666666
VHBCS Layout,2,1353.0,2.0,110.0,676.5
Electronic City,3,1599.0,3.0,125.0,533.0
Whitefield,2,1150.0,2.0,70.0,575.0
Jakkur,4,5230.0,6.0,465.0,1307.5
KR Puram,2,1155.0,2.0,42.74,577.5
Ittamadu,1,1200.0,2.0,85.0,1200.0
Electronic City Phase II,2,1000.0,2.0,25.0,500.0
Thanisandra,4,3000.0,4.0,120.0,750.0
Rajiv Nagar,3,1867.0,3.0,160.0,622.3333333333334
Ramagondanahalli,2,1251.0,2.0,47.0,625.5
Gattahalli,2,1028.0,2.0,45.5,514.0
Arekere,2,1222.0,2.0,45.0,611.0
Bannerghatta Road,3,1170.0,2.0,66.0,390.0
Hebbal,3,2400.0,4.0,245.0,800.0
Ramanjaneyanagar,3,1385.0,2.0,48.48,461.6666666666667
HSR Layout,2,1372.0,2.0,68.0,686.0
Magadi Road,3,1282.0,2.0,49.0,427.3333333333333
Mico Layout,9,5000.0,9.0,210.0,555.5555555555555
7th Block Jayanagar,5,3000.0,3.0,528.0,600.0
Kanakpura Road,2,1135.0,2.0,39.73,567.5
Whitefield,3,1768.0,3.0,101.0,589.3333333333334
Byatarayanapura,3,1325.0,2.0,90.0,441.6666666666667
Electronic City,3,1599.0,3.0,99.0,533.0
Whitefield,3,1500.0,3.0,61.95,500.0
2nd Phase JP Nagar,3,2610.0,3.0,499.0,870.0
Uttarahalli,2,1286.0,2.0,63.0,643.0
Kammanahalli,5,2845.0,5.0,140.0,569.0
K G Colony,3,1600.0,2.0,50.0,533.3333333333334
Hennur Road,2,1317.5,2.0,63.77,658.75
Hebbal,3,3450.0,5.0,260.0,1150.0
Munnekollal,2,1102.0,2.0,53.67,551.0
Yelahanka,2,1350.0,2.0,54.0,675.0
Banashankari,3,1200.0,2.0,42.0,400.0
Hosa Road,6,1300.0,6.0,145.0,216.66666666666666
Herohalli,2,1800.0,1.0,80.0,900.0
Chikkabanavar,2,950.0,2.0,40.0,475.0
Kanakpura Road,1,525.0,1.0,27.25,525.0
Attibele,2,656.0,2.0,25.0,328.0
Marathahalli,4,1780.0,4.0,175.0,445.0
3rd Block Hrbr Layout,2,1056.0,2.0,80.0,528.0
Bannerghatta Road,1,595.0,1.0,33.32,595.0
Ittamadu,2,1080.0,2.0,50.0,540.0
7th Phase JP Nagar,3,2225.0,3.0,160.0,741.6666666666666
Bommasandra,2,1126.0,2.0,28.15,563.0
Electronics City Phase 1,3,1490.0,3.0,84.0,496.6666666666667
HRBR Layout,4,2000.0,4.0,300.0,500.0
Sarjapur  Road,3,1550.0,3.0,100.0,516.6666666666666
Ashwini layout,2,1160.0,2.0,55.0,580.0
Whitefield,4,4144.0,4.0,315.0,1036.0
Sarjapur  Road,3,2100.0,3.0,125.0,700.0
Vittasandra,2,1404.0,2.0,69.3,702.0
Sarjapur  Road,4,2230.0,4.0,225.0,557.5
Marathalli bridge,3,1544.0,3.0,120.0,514.6666666666666
Banashankari Stage III,3,1305.0,2.0,58.7,435.0
Marathahalli,2,1230.0,2.0,80.0,615.0
T.C PALYA,2,1200.0,2.0,65.0,600.0
Harlur,3,1460.0,3.0,73.0,486.6666666666667
Gottigere,2,967.0,2.0,45.0,483.5
Byatarayanapura,1,540.0,1.0,36.0,540.0
Hormavu,1,715.0,1.0,46.0,715.0
Whitefield,3,2500.0,3.0,313.0,833.3333333333334
Dooravani Nagar,3,1578.0,3.0,180.0,526.0
Mysore Road,2,1020.0,2.0,48.95,510.0
Jigani,2,1020.0,2.0,40.0,510.0
Koramangala,2,1253.0,2.0,102.0,626.5
JCR Layout,2,1180.0,2.0,42.0,590.0
Nehru Nagar,2,961.0,2.0,38.0,480.5
Kanakapura,3,1419.0,3.0,75.0,473.0
Harlur,3,1709.0,3.0,150.0,569.6666666666666
Papareddipalya,2,1600.0,2.0,115.0,800.0
Venkatapura,1,416.0,1.0,18.5,416.0
Sanjay nagar,2,1100.0,2.0,98.0,550.0
HSR Layout,3,1430.0,2.0,65.0,476.6666666666667
Sneha Colony,2,1260.0,2.0,45.0,630.0
RMV Extension,3,1630.0,3.0,85.0,543.3333333333334
Sarjapur  Road,3,1249.0,3.0,44.71,416.3333333333333
Kalena Agrahara,3,1450.0,2.0,85.0,483.3333333333333
Konanakunte,3,2791.0,3.0,223.0,930.3333333333334
Hosapalya,1,600.0,1.0,90.0,600.0
Ashwini layout,1,834.0,1.0,60.0,834.0
Doddagubbi,3,1125.0,4.0,70.0,375.0
Arekere,3,2060.0,3.0,140.0,686.6666666666666
Malleshwaram,7,12000.0,7.0,2200.0,1714.2857142857142
Gottigere,2,891.0,2.0,25.0,445.5
Raja Rajeshwari Nagar,2,1133.0,2.0,49.07,566.5
Bisuvanahalli,3,1075.0,2.0,37.0,358.3333333333333
Sector 6 HSR Layout,4,3000.0,5.0,260.0,750.0
Brookefield,4,2440.0,5.0,425.0,610.0
Vidyaranyapura,2,1200.0,2.0,55.0,600.0
Thanisandra,2,1075.0,2.0,45.8,537.5
Kaggadasapura,2,1140.0,2.0,40.0,570.0
Margondanahalli,5,940.0,4.0,150.0,188.0
ITI Layout,6,2160.0,5.0,250.0,360.0
Raja Rajeshwari Nagar,2,1090.0,2.0,42.0,545.0
R.T. Nagar,4,1500.0,4.0,70.0,375.0
Whitefield,4,4104.0,4.0,360.0,1026.0
Whitefield,3,1790.0,3.0,100.0,596.6666666666666
Hebbal,3,1920.0,3.0,134.0,640.0
HRBR Layout,2,1374.0,2.0,95.0,687.0
Bannerghatta Road,3,1445.0,3.0,95.0,481.6666666666667
Kanakapura,1,711.0,1.0,36.0,711.0
Tumkur Road,3,1500.0,3.0,95.0,500.0
Whitefield,3,1720.0,3.0,100.0,573.3333333333334
Vasanthapura,3,1400.0,3.0,60.0,466.6666666666667
Kundalahalli,2,1030.0,2.0,49.0,515.0
Mysore Road,2,1200.0,2.0,85.0,600.0
Hosahalli,3,1375.0,3.0,70.0,458.3333333333333
Hegde Nagar,2,1050.0,1.0,56.0,525.0
Jalahalli,3,2250.0,3.0,160.0,750.0
Bellandur,2,1000.0,2.0,50.0,500.0
Jalahalli West,1,469.0,1.0,25.0,469.0
Marathahalli,4,3800.0,4.0,250.0,950.0
Kambipura,2,883.0,2.0,29.0,441.5
GM Palaya,3,1820.0,2.0,86.0,606.6666666666666
Singasandra,3,1440.0,2.0,65.0,480.0
near Ramanashree California resort,6,3600.0,4.0,160.0,600.0
Malleshwaram,4,2500.0,5.0,325.0,625.0
Mahadevpura,2,1225.0,2.0,48.0,612.5
"6th block banashankari 3rd stage, 100 feet ORR",3,4000.0,3.0,660.0,1333.3333333333333
Chikkalasandra,2,875.0,2.0,52.8,437.5
Jalahalli East,1,750.0,1.0,40.0,750.0
6th Phase JP Nagar,2,1180.0,2.0,80.0,590.0
Haralur Road,2,1194.0,2.0,47.0,597.0
Hennur Road,3,1500.0,2.0,62.0,500.0
Poornapragna Housing Society Layout,2,1160.0,2.0,52.2,580.0
Hosakerehalli,3,2378.0,3.0,262.0,792.6666666666666
Sarjapur,2,1128.0,2.0,60.0,564.0
Hebbal,3,1500.0,3.0,150.0,500.0
Huskur,3,1220.0,2.0,35.23,406.6666666666667
Sarjapur  Road,2,1210.0,2.0,58.0,605.0
Kanakpura Road,3,1100.0,2.0,58.0,366.6666666666667
Bommasandra,3,1200.0,3.0,46.0,400.0
Haralur Road,4,3385.0,5.0,260.0,846.25
Nagondanahalli,3,1641.0,3.0,66.0,547.0
Horamavu Agara,2,1200.0,2.0,45.0,600.0
Raja Rajeshwari Nagar,2,1260.0,2.0,67.39,630.0
Mahadevpura,3,1720.0,3.0,78.0,573.3333333333334
Yelahanka,2,1132.5,2.0,48.13,566.25
Yelahanka,2,1210.0,2.0,45.98,605.0
Indira Nagar,4,2200.0,4.0,200.0,550.0
Bisuvanahalli,3,1075.0,2.0,45.0,358.3333333333333
Thanisandra,3,1702.0,3.0,130.0,567.3333333333334
Shanthala Nagar,2,1630.0,2.0,200.0,815.0
Raja Rajeshwari Nagar,2,1141.0,2.0,38.55,570.5
Shantiniketan Layout,3,2072.0,3.0,108.0,690.6666666666666
Herohalli,3,1200.0,2.0,70.0,400.0
Teachers Colony,3,1350.0,3.0,77.0,450.0
Bettahalsoor,4,4046.0,4.0,445.0,1011.5
Srinivasa Nagar,3,1180.0,2.0,78.34,393.3333333333333
Yelahanka,3,35000.0,3.0,130.0,11666.666666666666
Langford Town,2,1355.0,2.0,115.0,677.5
Sulthangunta,1,600.0,1.0,50.0,600.0
Hormavu,7,1200.0,7.0,150.0,171.42857142857142
Bannerghatta Road,3,1640.0,2.0,120.0,546.6666666666666
Byrathi Village,5,1200.0,5.0,100.0,240.0
Kodichikkanahalli,3,1190.0,2.0,57.0,396.6666666666667
OMBR Layout,4,2400.0,4.0,375.0,600.0
Marathahalli,2,1019.0,2.0,49.85,509.5
Ambedkar Colony,3,1875.0,3.0,165.0,625.0
Akshaya Nagar,3,1250.0,3.0,40.0,416.6666666666667
Brookefield,3,1200.0,3.0,140.0,400.0
Whitefield,2,1140.0,2.0,56.0,570.0
Lingadheeranahalli,3,1683.0,3.0,109.0,561.0
Kaggadasapura,3,1515.0,3.0,83.3,505.0
Hoodi,4,2118.0,4.0,111.0,529.5
Bannerghatta Road,4,1380.0,3.0,58.0,345.0
Varthur Road,2,1083.0,2.0,61.75,541.5
Anjappa Layout,2,600.0,2.0,55.0,300.0
Avalahalli,3,2300.0,3.0,120.0,766.6666666666666
Prakruthi Nagar,2,1240.0,2.0,60.0,620.0
Surabhi Layout,3,1750.0,3.0,120.0,583.3333333333334
Sadaramangala,2,1230.0,2.0,43.48,615.0
Anjanapura,3,1500.0,3.0,139.0,500.0
Abbigere,2,985.0,2.0,40.39,492.5
Tindlu,3,1500.0,2.0,87.0,500.0
Electronic City,2,1125.0,2.0,32.49,562.5
Maruthi Sevanagar,2,950.0,2.0,44.0,475.0
Kothanur,3,1580.0,3.0,76.0,526.6666666666666
B Narayanapura,3,1092.0,2.0,98.5,364.0
Electronic City Phase II,2,1090.0,2.0,28.34,545.0
Hennur Road,3,2264.0,3.0,159.0,754.6666666666666
Dommasandra,3,1033.0,2.0,25.53,344.3333333333333
Kammasandra,2,810.0,2.0,24.5,405.0
Green Garden Layout,2,1045.0,2.0,45.0,522.5
Hebbal,2,1337.0,2.0,82.0,668.5
Chandapura,2,1200.0,2.0,32.0,600.0
Koramangala,3,1580.0,3.0,160.0,526.6666666666666
Begur Road,3,1500.0,2.0,54.0,500.0
Whitefield,3,1640.0,4.0,91.0,546.6666666666666
Silver Springs Layout,3,1570.0,3.0,62.0,523.3333333333334
Gubbalala,3,1470.0,2.0,82.0,490.0
Kengeri,2,1160.0,2.0,40.61,580.0
7th Phase JP Nagar,2,1050.0,2.0,71.0,525.0
Dairy Circle,3,1855.0,3.0,225.0,618.3333333333334
Bannerghatta Road,3,1460.0,2.0,90.0,486.6666666666667
Hulimavu,3,1823.0,3.0,100.0,607.6666666666666
Electronic City,2,1094.0,2.0,42.0,547.0
Budigere,2,1153.0,2.0,57.0,576.5
Hoysalanagar,3,1325.0,3.0,57.0,441.6666666666667
Parappana Agrahara,4,1200.0,3.0,85.0,300.0
Jakkur,3,1590.0,2.0,125.0,530.0
Jeevan bima nagar,5,1210.0,4.0,160.0,242.0
Raja Rajeshwari Nagar,4,1200.0,4.0,220.0,300.0
Narayana Nagar 1st Block,2,1202.0,2.0,48.0,601.0
Haralur Road,2,1202.0,2.0,53.0,601.0
KSRTC Layout,2,1200.0,2.0,62.5,600.0
Panathur,3,1688.0,3.0,118.0,562.6666666666666
Kaval Byrasandra,2,1020.0,2.0,52.0,510.0
Sarjapur,2,1185.0,2.0,47.0,592.5
Ramagondanahalli,2,1235.0,2.0,52.04,617.5
Hosakerehalli,4,3205.0,5.0,500.0,801.25
Banashankari,2,1077.0,2.0,37.64,538.5
Kengeri Satellite Town,3,1415.0,2.0,66.0,471.6666666666667
EPIP Zone,3,2330.0,3.0,162.0,776.6666666666666
Whitefield,2,805.0,2.0,35.0,402.5
P&T Colony,1,425.0,1.0,20.03,425.0
Whitefield,2,1155.0,2.0,59.95,577.5
Cunningham Road,4,5270.0,4.0,1250.0,1317.5
Anekal,2,656.0,2.0,22.0,328.0
New Gurappana Palya,2,1100.0,2.0,48.0,550.0
Mahadevpura,2,1150.0,2.0,52.0,575.0
Chelekare,1,600.0,1.0,60.0,600.0
Ambedkar Colony,2,1468.0,2.0,140.0,734.0
Palanahalli,4,4300.0,5.0,550.0,1075.0
Whitefield,3,2280.0,4.0,126.0,760.0
Hegde Nagar,2,1341.0,2.0,97.0,670.5
Jakkur,2,1279.0,2.0,77.0,639.5
Electronic City Phase II,4,2225.0,4.0,98.88,556.25
Thanisandra,2,1185.0,2.0,43.51,592.5
Vadarpalya,3,1750.0,3.0,85.0,583.3333333333334
Kudlu,2,1152.0,2.0,53.5,576.0
Shivanagar,5,1000.0,4.0,160.0,200.0
Hulimavu,2,1300.0,2.0,36.0,650.0
Varthur Road,4,2760.0,4.0,155.0,690.0
5th Phase JP Nagar,2,1070.0,2.0,39.0,535.0
Uttarahalli,2,1101.0,2.0,45.0,550.5
V.V Puram,2,775.0,2.0,55.0,387.5
Yeshwanthpur,1,667.0,1.0,36.85,667.0
Electronic City,2,1070.0,2.0,55.0,535.0
Old Airport Road,3,1875.0,2.0,110.0,625.0
Kundalahalli,2,735.0,2.0,57.99,367.5
Sarjapur,5,4360.0,4.0,90.0,872.0
Koramangala,3,1750.0,3.0,130.0,583.3333333333334
Marathahalli,2,1215.0,2.0,67.0,607.5
Sector 3 HSR Layout,9,600.0,9.0,190.0,66.66666666666667
Vishwapriya Layout,2,820.0,2.0,30.0,410.0
Banashankari Stage VI,2,1177.5,2.0,59.935,588.75
Battarahalli,3,1779.0,3.0,89.61,593.0
HMT Layout,2,1105.0,2.0,58.0,552.5
Whitefield,3,1650.0,3.0,60.0,550.0
Jalahalli,2,1694.0,2.0,150.0,847.0
Hosakerehalli,3,2376.0,3.0,203.0,792.0
Cox Town,3,1975.0,3.0,150.0,658.3333333333334
Kammasandra,2,674.0,2.0,33.0,337.0
Kaggadasapura,2,1185.0,2.0,41.0,592.5
 Thanisandra,1,445.0,1.0,28.0,445.0
Mylasandra,6,900.0,7.0,76.0,150.0
HSR Layout,3,1475.0,3.0,75.0,491.6666666666667
Gottigere,3,1618.0,3.0,82.5,539.3333333333334
Koramangala,2,1120.0,2.0,65.0,560.0
Marathahalli,4,2181.0,3.0,152.0,545.25
Vidyaranyapura,4,1200.0,4.0,90.0,300.0
Nagondanahalli,6,600.0,4.0,65.0,100.0
Bannerghatta Road,3,1556.0,2.0,59.13,518.6666666666666
Bannerghatta Road,2,1179.0,2.0,66.02,589.5
Thanisandra,2,1296.0,2.0,83.0,648.0
Kaggadasapura,2,1275.0,2.0,52.0,637.5
Kalasipalya,7,1875.0,2.0,300.0,267.85714285714283
Kathriguppe,3,1400.0,2.0,77.0,466.6666666666667
Gottigere,2,1222.0,2.0,63.0,611.0
Electronic City,2,940.0,2.0,41.0,470.0
Thanisandra,2,1185.0,2.0,42.6,592.5
Tumkur Road,3,1779.0,3.0,112.0,593.0
Begur Road,3,1615.0,3.0,59.76,538.3333333333334
Haralur Road,2,1056.0,2.0,61.0,528.0
7th Phase JP Nagar,2,1100.0,2.0,46.0,550.0
Arekere,2,920.0,2.0,40.0,460.0
ITI Layout,3,1602.0,2.0,75.0,534.0
Padmanabhanagar,2,1176.0,2.0,62.0,588.0
HBR Layout,4,675.0,3.0,59.0,168.75
Richmond Town,3,1352.0,3.0,135.0,450.6666666666667
Kasavanhalli,3,1717.0,3.0,99.0,572.3333333333334
4 Bedroom Farm House in Bagalur,4,10961.0,4.0,80.0,2740.25
Bhoganhalli,4,2119.0,4.0,111.0,529.75
Vittasandra,2,1246.0,2.0,67.3,623.0
Anandapura,2,1141.0,2.0,42.79,570.5
Hennur Road,2,1157.0,2.0,84.0,578.5
Chandapura,2,1025.0,2.0,27.68,512.5
Yelahanka New Town,1,650.0,1.0,33.0,650.0
Hebbal,2,1349.0,2.0,98.0,674.5
Narayanapura,3,1566.0,3.0,83.3,522.0
Sahakara Nagar,4,2830.0,3.0,195.0,707.5
Electronic City,3,1320.0,2.0,38.13,440.0
manyata park,3,1780.0,3.0,84.83,593.3333333333334
Varthur,2,1091.0,2.0,34.9,545.5
Rachenahalli,4,3670.0,4.0,300.0,917.5
7th Phase JP Nagar,2,918.0,2.0,50.49,459.0
Yeshwanthpur,4,1950.0,4.0,130.0,487.5
Panathur,3,1695.0,3.0,90.0,565.0
Yelahanka,3,1705.0,3.0,95.0,568.3333333333334
Kalyan nagar,3,1375.0,3.0,75.0,458.3333333333333
Kanakpura Road,1,525.0,1.0,30.0,525.0
Whitefield,2,1447.0,2.0,83.0,723.5
Thanisandra,2,1114.0,2.0,39.0,557.0
7th Phase JP Nagar,3,1450.0,2.0,100.0,483.3333333333333
Belathur,2,460.0,1.0,15.0,230.0
Vasanthapura,2,1022.0,2.0,40.0,511.0
Hebbal,2,1000.0,2.0,45.0,500.0
Electronic City,2,1128.0,2.0,68.75,564.0
Kanakpura Road,2,1180.0,2.0,57.0,590.0
TC Palaya,6,1000.0,6.0,69.0,166.66666666666666
Nagarbhavi,2,1200.0,2.0,150.0,600.0
Sadashiva Nagar,3,3761.0,3.0,660.0,1253.6666666666667
Kanakpura Road,2,1339.0,2.0,75.0,669.5
Yelachenahalli,3,1400.0,2.0,55.0,466.6666666666667
7th Phase JP Nagar,2,1040.0,2.0,39.52,520.0
Kadugodi,2,1198.0,2.0,58.0,599.0
Shirdi Sai Layout,4,1200.0,3.0,95.0,300.0
Sarjapur  Road,3,1691.0,3.0,113.0,563.6666666666666
Bisuvanahalli,3,1075.0,3.0,36.0,358.3333333333333
1st Block Jayanagar,3,1630.0,3.0,194.0,543.3333333333334
8th Phase JP Nagar,3,1240.0,3.0,43.5,413.3333333333333
Bannerghatta Road,2,1122.5,2.0,58.935,561.25
Mallasandra,3,1665.0,3.0,86.58,555.0
Marathahalli,3,2489.0,3.0,94.0,829.6666666666666
Brookefield,2,1142.0,2.0,70.0,571.0
Kodbisanhalli,3,1976.0,3.0,184.0,658.6666666666666
Sathya Sai Layout,4,5500.0,4.0,600.0,1375.0
Kothannur,3,1853.0,3.0,82.0,617.6666666666666
Vijayanagar,8,600.0,4.0,72.0,75.0
Kasturi Nagar,2,1567.0,2.0,92.0,783.5
Talaghattapura,2,1090.0,2.0,27.24,545.0
Raja Rajeshwari Nagar,6,1200.0,4.0,125.0,200.0
Indiranagar HAL 2nd Stage,4,2400.0,4.0,640.0,600.0
Electronics City Phase 1,2,1175.0,2.0,51.47,587.5
Subramanyapura,2,1200.0,2.0,52.0,600.0
Kodichikkanahalli,2,995.0,2.0,41.0,497.5
Magadi Road,2,884.0,2.0,41.1,442.0
Vishwanatha Nagenahalli,5,900.0,3.0,80.0,180.0
Yeshwanthpur,2,1170.0,2.0,57.0,585.0
KR Puram,2,1225.0,2.0,46.55,612.5
Electronic City,2,1342.0,2.0,73.3,671.0
Uttarahalli,2,1345.0,2.0,67.0,672.5
Kodigehaali,3,1320.0,3.0,65.0,440.0
Raja Rajeshwari Nagar,2,1140.0,2.0,49.39,570.0
Battarahalli,2,1300.0,2.0,50.0,650.0
Hosa Road,3,1652.0,3.0,85.0,550.6666666666666
Thigalarapalya,3,2072.0,4.0,142.0,690.6666666666666
Arekere,3,1740.0,2.0,95.0,580.0
Electronic City,3,1360.0,2.0,71.0,453.3333333333333
Hosur Road,3,1145.0,2.0,60.0,381.6666666666667
Uttarahalli,3,1540.0,2.0,40.0,513.3333333333334
Sarjapur  Road,2,1278.0,2.0,95.0,639.0
Electronic City Phase II,1,630.0,1.0,40.0,630.0
Kanakpura Road,3,1100.0,3.0,58.0,366.6666666666667
Bendiganahalli,3,1200.0,3.0,95.0,400.0
Hosakerehalli Layout,7,2500.0,6.0,115.0,357.14285714285717
Chandapura,1,582.5,1.0,15.135,582.5
Chandapura,2,1015.0,2.0,25.88,507.5
Hosur Road,5,3300.0,5.0,240.0,660.0
Basaveshwara Nagar,5,4500.0,5.0,415.0,900.0
Gunjur,3,1356.0,2.0,66.0,452.0
Hennagara,2,823.0,2.0,28.0,411.5
TC Palaya,3,1200.0,2.0,66.0,400.0
Ramamurthy Nagar,2,1050.0,2.0,37.0,525.0
Ferrar Nagar,2,1180.0,2.0,69.0,590.0
Whitefield,2,1116.0,2.0,51.91,558.0
7th Phase JP Nagar,2,1070.0,2.0,42.79,535.0
Varthur,2,1385.0,2.0,80.0,692.5
Varthur,1,1000.0,1.0,70.0,1000.0
Whitefield,3,1897.0,3.0,130.0,632.3333333333334
Magadi Road,2,1005.0,2.0,55.78,502.5
Green Glen Layout,3,1575.0,3.0,125.0,525.0
Subramanyapura,2,975.0,2.0,65.0,487.5
Hennur Road,3,1904.0,3.0,120.0,634.6666666666666
Kengeri Satellite Town,1,930.0,1.0,30.0,930.0
Kanakpura Road,1,525.0,1.0,26.0,525.0
BAGUR,1,686.0,1.0,17.0,686.0
Electronic City Phase II,2,2400.0,3.0,150.0,1200.0
8th block Koramangala,2,1410.0,1.0,233.0,705.0
Sarjapur  Road,3,2238.0,3.0,140.0,746.0
Harlur,2,1174.0,2.0,69.0,587.0
Thubarahalli,4,3800.0,4.0,239.0,950.0
Whitefield,3,2225.0,2.0,125.0,741.6666666666666
M.G Road,2,1250.0,2.0,200.0,625.0
Jigani,2,918.0,2.0,52.0,459.0
Mahadevpura,2,1250.0,2.0,52.0,625.0
Sarjapur  Road,3,1800.0,3.0,110.0,600.0
Marathahalli,2,1170.0,2.0,53.0,585.0
Byatarayanapura,1,1300.0,1.0,200.0,1300.0
Bannerghatta Road,2,793.0,2.0,45.0,396.5
Jakkur,3,1710.0,3.0,107.0,570.0
Kambipura,3,1082.0,2.0,57.5,360.6666666666667
Naganathapura,2,1001.0,2.0,33.03,500.5
Srinivasa Nagar,4,1500.0,4.0,180.0,375.0
Yelahanka,3,1590.0,2.0,54.0,530.0
Basavanagara,3,2400.0,2.0,80.0,800.0
Horamavu Banaswadi,3,1554.0,3.0,55.0,518.0
Thanisandra,2,1142.5,2.0,43.415,571.25
Bellandur,5,4239.0,5.0,423.0,847.8
Konanakunte,2,884.0,1.0,58.0,442.0
Hosa Road,2,1045.0,2.0,98.89,522.5
Marathahalli,2,1019.0,2.0,49.86,509.5
Ambedkar Nagar,3,1935.0,4.0,130.0,645.0
Uttarahalli,3,1135.0,2.0,39.73,378.3333333333333
Lakshminarayana Pura,3,1680.0,3.0,150.0,560.0
Hebbal,4,2470.0,5.0,247.0,617.5
1st Phase JP Nagar,4,2825.0,4.0,250.0,706.25
Hosakerehalli,3,2480.0,3.0,330.0,826.6666666666666
5th Phase JP Nagar,9,1260.0,11.0,290.0,140.0
Ramamurthy Nagar,5,1800.0,4.0,187.0,360.0
Kasavanhalli,3,1799.0,3.0,90.0,599.6666666666666
Attibele,1,400.0,1.0,11.0,400.0
Kundalahalli,2,1047.0,2.0,82.0,523.5
Kaverappa Layout,2,1282.0,2.0,87.0,641.0
NGR Layout,2,1020.0,2.0,45.9,510.0
Kammanahalli,4,1080.0,3.0,155.0,270.0
Whitefield,2,1495.0,2.0,79.5,747.5
Kasavanhalli,4,3260.0,4.0,240.0,815.0
Divya Unnathi Layout,3,1611.0,2.0,64.44,537.0
Koramangala,4,3500.0,5.0,425.0,875.0
Vasantha Vallabha Nagar,3,1500.0,2.0,95.0,500.0
Sahakara Nagar,3,1500.0,2.0,95.0,500.0
Yelahanka,4,3206.0,5.0,270.0,801.5
Uttarahalli,3,1540.0,3.0,50.0,513.3333333333334
Hosa Road,3,1639.0,3.0,80.0,546.3333333333334
Marathahalli,4,700.0,4.0,72.0,175.0
Raja Rajeshwari Nagar,2,1303.0,2.0,55.79,651.5
Koramangala,2,1005.0,1.0,110.0,502.5
Kammasandra,1,657.5,1.0,18.41,657.5
Chandapura,3,1305.0,3.0,33.28,435.0
Kothannur,3,600.0,4.0,95.0,200.0
sapthagiri Layout,2,1300.0,1.0,115.0,650.0
Brookefield,3,1440.0,2.0,68.0,480.0
Seegehalli,2,901.0,2.0,35.14,450.5
Rajaji Nagar,3,1725.0,3.0,200.0,575.0
Sarjapur,3,900.0,2.0,42.0,300.0
BEML Layout,2,1060.0,2.0,55.0,530.0
NGR Layout,2,1020.0,2.0,48.45,510.0
Varthur,3,1535.0,3.0,65.99,511.6666666666667
Alur,1,530.0,1.0,20.0,530.0
Haralur Road,3,1464.0,3.0,56.0,488.0
Devarabisanahalli,2,1350.0,2.0,80.0,675.0
Sarjapur  Road,2,1115.0,2.0,50.0,557.5
Uttarahalli,2,1175.0,2.0,47.0,587.5
Whitefield,2,1113.0,2.0,62.0,556.5
Uttarahalli,6,1200.0,4.0,225.0,200.0
Ramamurthy Nagar,5,1640.0,4.0,240.0,328.0
Giri Nagar,2,650.0,2.0,42.0,325.0
Marathahalli,2,1325.0,2.0,71.55,662.5
Electronics City Phase 1,2,950.0,2.0,31.0,475.0
Jakkur,3,1396.0,2.0,86.51,465.3333333333333
Rachenahalli,2,1050.0,2.0,52.07,525.0
Thanisandra,3,1825.0,3.0,100.0,608.3333333333334
7th Phase JP Nagar,2,1190.0,2.0,49.98,595.0
Marathahalli,2,1220.0,2.0,56.5,610.0
NRI Layout,3,1565.0,2.0,75.0,521.6666666666666
Hennur Road,3,1891.0,3.0,109.0,630.3333333333334
Sidedahalli,2,900.0,2.0,27.0,450.0
Hosa Road,2,1161.0,2.0,55.15,580.5
Sarjapur,1,649.5,1.0,17.535,649.5
Dwarka Nagar,8,2400.0,6.0,125.0,300.0
Rajaji Nagar,4,315.0,4.0,90.0,78.75
Yeshwanthpur,1,665.0,1.0,36.85,665.0
Mysore Road,2,1175.0,2.0,73.5,587.5
Hoodi,2,1425.0,2.0,80.0,712.5
Chikkabanavar,1,1200.0,1.0,20.0,1200.0
ITPL,3,1200.0,3.0,56.12,400.0
Somasundara Palya,2,1255.0,2.0,67.0,627.5
Hegde Nagar,3,2112.95,4.0,145.0,704.3166666666666
Raja Rajeshwari Nagar,1,600.0,1.0,22.0,600.0
Haralur Road,3,1810.0,3.0,100.0,603.3333333333334
